SIC	Description
162923	Baseball Diamond Construction
509153	Baseball Equipment & Supplies (Whls)
599993	Baseball Sports Cards & Memorabilia
179940	Basement Waterproofing
152128	Basement-Repair & Restoration
794103	Basketball Clubs
154208	Basketball Court Construction
509154	Basketball Equipment & Supplies (Whls)
594515	Baskets
249906	Baskets-Manufacturers
593236	Baskets-Used
519943	Baskets-Wholesale
353120	Batching Equipment (Mfrs)
571934	Bath Equipment & Supplies
326102	Bath Equipment & Supplies-Manufacturers
507424	Bath Equipment & Supplies-Whls
225304	Bathing Suit Materials (Mfrs)
569931	Bathing Suits & Accessories
225303	Bathing Suits-Manufacturers
326101	Bathroom Accessories-Manufacturers
152151	Bathroom Design & Installation
571923	Bathroom Fixtures & Accessories-Retail
502101	Bathroom Fixtures & Accessories-Whls
152113	Bathroom Remodeling
525119	Bathroom Remodeling Equipment & Supplies
799910	Baths-Bath Houses Spas & Saunas
769985	Bathtubs & Sinks-Repairing & Refinishing
829922	Baton Twirling Instruction
734214	Bats-Removal & Exclusion
506352	Batteries Wholesale & Mfrs
369201	Batteries-Dry Cell-Manufacturers
506323	Batteries-Dry Cell-Wholesale
553116	Batteries-Storage-Retail
506325	Batteries-Storage-Wholesale
753831	Battery & Ignition Svc
506381	Battery Back-Up Systems (Whls)
506342	Battery Charging Equipment (Whls)
369402	Battery Charging Equipment-Manufacturers
753941	Battery Charging Equipment-Repairing
753832	Battery Recharging
506345	Battery Repairing & Rebuilding (Whls)
553115	Battery Supplies
501346	Battery Supplies-Wholesale
382507	Battery Tester Manufacturer & Sales
229912	Batting (Quilting Material-Mfrs)
284409	Bay Rum (Mfrs)
799714	Beach & Cabana Clubs
549942	Beach Service
569978	Beach Supplies
399939	Beach Supplies-Manufacturers
509125	Beach Supplies-Wholesale
763104	Bead Stringing
539903	Bead Strings
509410	Beads (Whls)
594545	Beads-Retail
243903	Beams (Mfrs)
515304	Bean Brokers & Dealers (Whls)
072313	Bean Cleaning
422103	Bean Elevators
203402	Beans Peas Lentils & Etc-Dried (Mfrs)
472517	Bear Viewing
508525	Bearings (Whls)
356201	Bearings-Manufacturers
371420	Bearings-Rebabbitting (Mfrs)
874119	Beauty Salon Management
723106	Beauty Salons
508702	Beauty Salons-Equipment & Supls (Whls)
399910	Beauty Salons-Equipment & Supplies-Mfrs
723105	Beauty Schools
769951	Beauty Supplies & Equipment-Repairing
701107	Bed & Breakfast Accommodations
251404	Bed Frames-Metal (Mfrs)
571226	Bed Headboards
251507	Bed Springs-Manufacturers
809935	Bed Wetting Control Systems
571210	Bedding
251502	Bedding-Manufacturers
251508	Bedding-Manufacturers Supplies (Mfrs)
502304	Bedding-Wholesale
571242	Bedroom Accessories
571224	Beds-Disappearing
504717	Beds-Hospital (Whls)
571906	Bedspreads
239206	Bedspreads-Manufacturers
502303	Bedspreads-Wholesale
735943	Beds-Renting
571209	Beds-Retail
502115	Beds-Wholesale
734210	Bee Removal
021202	Beef Cattle-Except Feedlots
027902	Beekeepers
519107	Beekeepers Supplies (Whls)
481206	Beepers-Equipment Service & Repair
592104	Beer & Ale-Retail
518101	Beer & Ale-Wholesale
507812	Beer Dispensing & Cooling Equip (Whls)
208202	Beer/Ale Brwrs/Distr-Non-Alcoholic
599958	Beer-Homebrewing Equipment & Supplies
284206	Beeswax (Mfrs)
206398	Beet Sugar (Mfrs)
342901	Bellows (Mfrs)
508527	Belting & Belting Supplies (Whls)
305202	Belting & Belting Supplies-Manufacturers
569903	Belts & Suspenders
238705	Belts & Suspenders-Manufacturers
238704	Belts & Suspenders-Mfrs Supplies-Mfrs
513716	Belts-Apparel-Wholesale
238703	Belts-Manufacturers Supplies
238701	Belts-Mens-Manufacturers
238702	Belts-Womens-Manufacturers
502120	Benches & Work Tables (Whls)
253104	Benches-Seating (Mfrs)
354205	Bending Machinery (Mfrs)
145902	Bentonite
333903	Beryllium (Mfrs)
861108	Better Business Bureaus
507816	Beverage Coolers (Whls)
507814	Beverage Dispensing Equip/Supls (Whls)
358503	Beverage Dispensing Equip/Supls-Mfrs
208702	Beverage Powders (Mfrs)
514937	Beverages (Whls)
596312	Beverages-Home Delivery
208604	Beverages-Manufacturers
549948	Beverages-Non-Alcoholic-Retail
703209	Bible Camps
866102	Bible Schools & Study
594202	Bibles
519204	Bibles-Wholesale
569981	Bibs-Adult
375102	Bicycle Fabricators (Mfrs)
594142	Bicycle Racks & Security Systems
472507	Bicycle Tours
594141	Bicycles-Dealers
593232	Bicycles-Dealers-Used
594140	Bicycles-Parts & Supplies
509126	Bicycles-Parts & Supplies-Wholesale
799909	Bicycles-Renting
769974	Bicycles-Repairing
509102	Bicycles-Wholesale
874110	Bid Reporting Service
729984	Bill Paying Service
873213	Bill Reviewing Service
509101	Billiard Equipment & Supplies (Whls)
799912	Billiard Parlors
394931	Billiard Tables-Manufacturers
872103	Billing Service
278203	Binders-Loose Leaf (Mfrs)
511238	Binders-Loose Leaf-Whls & Mfrs
733409	Bindings
513110	Bindings-Bias & Straight (Whls)
357916	Bindings-Manufacturers Equipment (Mfrs)
799911	Bingo Games
594522	Bingo Supplies
599956	Binoculars
382704	Binoculars-Manufacturers
517227	Biodiesel Fuel (Whls)
804915	Biofeedback Therapists
517231	Biofuel (Whls)
504917	Biological Laboratory Supplies (Whls)
283601	Biological Products (Mfrs)
283602	Biological Specimens-Manufacturers
512226	Biological Supplies (Whls)
734951	Biological Waste Clean-Up
873127	Biology Consultants
873126	Biotechnology Products & Services
734205	Bird Barriers & Repellents & Controls
287906	Bird Barriers-Repellents & Controls-Mfrs
027912	Bird Farm
349610	Bird Feeders & Houses-Manufacturers
204802	Bird Feed-Manufacturers
514942	Bird Feed-Wholesale
074205	Bird Hospitals
519992	Bird Supplies-Wholesale
599955	Birds
277102	Birth Announcements (Mfrs)
806902	Birth Centers
729970	Birth Certificate Service
809947	Birth Preparation Service
354512	Bits (Mfrs)
122298	Bituminous Coal-Underground Mining
571955	Black Light Equipment & Supplies
594170	Black Powder Guns & Supplies
328108	Blackboards-Manufacturers
769906	Blacksmiths
177116	Blacktopping
278298	Blankbooks Looseleaf Bndrs/Devices
502305	Blankets (Whls)
571911	Blankets Retail
229702	Blankets-Manufacturers
353106	Blast Cleaning Equipment Manufacturers
502121	Bleachers & Grandstands (Whls)
226103	Bleachery (Mfrs)
281903	Bleaching Compounds (Mfrs)
516958	Bleaching Compounds-Wholesale
836106	Blind Institutions
864112	Blind Services & Facilities
259104	Blinds-Venetian & Vertical-Manufacturers
809916	Blood Banks & Centers
807109	Blood Tests
342310	Blow Torches (Mfrs)
179603	Blowers & Blower Systems
356403	Blowers-Manufacturers
874116	Blueprint Exchange Services
733401	Blueprinting
504410	Blueprinting Equipment & Supplies (Whls)
386101	Blueprinting Equipment & Supplies-Mfrs
762943	Blueprinting Equipment-Repairing & Svc
651302	Boarding Houses
821113	Boards Of Education
623104	Boards Of Trade
394911	Boardsailing-Manufacturers
253101	Boat & Van Seating-Manufacturers
753216	Boat & Yacht Customizing
509121	Boat Brokers (Whls)
521151	Boat Builders-Materials
449904	Boat Cleaning
449313	Boat Clubs
555102	Boat Covers Tops & Upholstery
239404	Boat Covers Tops & Upholstery-Mfrs
509128	Boat Covers Tops & Upholstery-Wholesale
519990	Boat Covers Tops/Upholstery Mtrls-Distr
555104	Boat Dealers Sales & Service
555128	Boat Dealers Used
509103	Boat Distributors (Whls)
449309	Boat Docks
555103	Boat Equipment & Supplies
373202	Boat Equipment & Supplies-Manufacturers
509105	Boat Equipment & Supplies-Wholesale
614112	Boat Financing
449903	Boat Launching
353602	Boat Lifts (Mfrs)
449301	Boat Moorages
172106	Boat Painting & Lettering
373298	Boat Part-Used & Rebuilt (Mfrs)
555126	Boat Performance & Racing Equipment
449304	Boat Repairing
753217	Boat Restoration
449302	Boat Storage
371418	Boat Trailer Tires & Wheels (Mfrs)
449905	Boat Transporting
449303	Boat Yards
799914	Boating Instruction
448902	Boats-Excursions
449909	Boats-Livery
373201	Boats-Manufacturers
799913	Boats-Rental & Charter
355201	Bobbin-Manufacturers
179988	Bobcat Service
594422	Body Jewelry
809309	Body Movement Education
729979	Body Piercing
723116	Body Wrap Salons
738119	Bodyguard Service
516959	Boiler Compounds (Whls)
331701	Boiler Tubes (Mfrs)
171156	Boilers-Inspection
507420	Boilers-New & Used (Whls)
343301	Boilers-New & Used-Manufacturers
735942	Boilers-Renting
171118	Boilers-Repairing & Cleaning
507412	Boilers-Supplies & Parts (Whls)
509956	Bollards (Whls)
507201	Bolts & Nuts (Whls)
345202	Bolts & Nuts-Manufacturers
525111	Bolts & Nuts-Retail
345298	Bolts Nuts Screws Rivets/Washers (Mfrs)
495319	Bomb Disposal
635106	Bonding Agents
635101	Bonds-Bail
621112	Bonds-Construction
628903	Bonds-Municipal & Corporate
621113	Bonds-Special Assessment
635102	Bonds-Surety & Fidelity
809971	Bone Marrow Registry
999936	Bones
526111	Bonsai Plants & Supplies
594204	Book Dealers-Pro Technical & Trade
594201	Book Dealers-Retail
593201	Book Dealers-Used & Rare
519202	Book Dealers-Wholesale
273103	Book Development & Production (Mfrs)
733814	Book Reviewers
278902	Bookbinders (Mfrs)
508489	Bookbinders Equipment & Supplies (Whls)
278906	Bookbinders-Home Library (Mfrs)
278998	Bookbinding & Related Work (Mfrs)
571212	Bookcases
273201	Book-Manufacturers
594209	Books On Tape
594214	Books School & Textbooks
573411	Books-Computer
594210	Books-Medical
273198	Books-Publishing & Printing (Mfrs)
444905	Boom Trucks
313198	Boot & Shoe-Cut Stock & Findings (Mfrs)
254207	Booths-Telephone (Mfrs)
382922	Booths-Toll & Parking Lot & Etc (Mfrs)
566103	Boots
314301	Boots-Manufacturers
725107	Boots-Repairing
513901	Boots-Wholesale
179928	Boring Contractors
842207	Botanical Gardens
509322	Bottle & Can Recycling Depots (Whls)
353115	Bottle Breaking Machines (Mfrs)
346601	Bottle Caps & Seals (Mfrs)
208601	Bottlers (Mfrs)
508526	Bottlers Equipment & Supplies (Whls)
359907	Bottlers Equipment & Supplies-Mfrs
322101	Bottles (Mfrs)
275905	Bottles-Printing (Mfrs)
509326	Bottles-Used (Whls)
508559	Bottles-Wholesale
399940	Boutique Items-Manufacturers
562105	Boutique Items-Retail
519924	Boutique Items-Wholesale
594139	Bowling Apparel & Accessories
238907	Bowling Apparel & Accessories-Mfrs
509129	Bowling Apparel & Accessories-Wholesale
394901	Bowling Ball-Manufacturers
793301	Bowling Centers
799916	Bowling Instruction
509104	Bowling Lane Equipment & Supls (Whls)
179930	Bowling Lane Refinishing & Repairing
581215	Box Lunches
514967	Box Lunches-Wholesale
342311	Box Openers (Mfrs)
267501	Box Partitions (Mfrs)
511318	Boxes-Corrugated & Fiber (Whls)
265701	Boxes-Folding-Manufacturers
508557	Boxes-Metal (Whls)
349911	Boxes-Metal-Manufacturers
265201	Boxes-Paper (Mfrs)
265303	Boxes-Paper-Gluing & Finishing (Mfrs)
511319	Boxes-Paper-Wholesale
308907	Boxes-Plastic & Transparent (Mfrs)
511307	Boxes-Specialty & Fancy (Whls)
265702	Boxes-Specialty & Fancy-Manufacturers
509304	Boxes-Used (Whls)
244904	Boxes-Wire Bound (Mfrs)
508555	Boxes-Wooden (Whls)
244101	Boxes-Wooden-Manufacturers
799978	Boxing Instruction
511310	Box-Manufacturers Equip & Supls (Whls)
263101	Box-Manufacturers Equip & Supplies-Mfrs
999938	Boy & Girl Organizations Supplies
232907	Boys Clothing & Furnishings-Mfrs
561103	Boys Clothing & Furnishings-Retail
513605	Boys Clothing & Furnishings-Wholesale
342915	Brackets (Mfrs)
224102	Braids (Mfrs)
729940	Braille Supplies
804995	Brain State Conditioning
553124	Brake Fluids
299204	Brake Fluids-Manufacturers
501316	Brake Lining-Distributors (Whls)
306909	Brake Lining-Manufacturers
753930	Brake Linings
753914	Brake Service
501334	Brake Service Equipment (Whls)
371427	Brake Service Equipment-Manufacturers
753917	Brake Shoe Bonding & Exchanging
501315	Brakes-Distributors (Whls)
371411	Brakes-Manufacturers
608198	Branches & Agencies Of Foreign Banks
395302	Branding Equipment (Mfrs)
336602	Brass (Mfrs)
334106	Brass Mills (Mfrs)
344601	Brass Products (Mfrs)
335105	Brass Rubbings (Mfrs)
571937	Brass-Decorative Accessories
563205	Brassieres
234298	Brassieres Girdles/Allied Grmnts (Mfrs)
513728	Brassieres-Wholesale
769206	Brazing
205198	Bread/Other Bakery Prod-Ex Cookies
502114	Breakfast Nooks & Booths (Whls)
839916	Breastfeeding Supplies & Information
208201	Brewers (Mfrs)
518206	Brewers Equipment & Supplies (Whls)
355920	Brick Makers' Equipment (Mfrs)
503212	Brick-Clay Common & Face (Whls)
325101	Brick-Clay Common & Face-Manufacturers
521157	Brick-Concrete Pumice & Etc
503901	Brick-Fire (Whls)
325102	Brick-Manufacturers
521123	Brick-Used
569985	Bridal Couturier
721906	Bridal Gown Preservation Service
233502	Bridal Gowns-Womens Misses & Jrs-Mfrs
594706	Bridal Registries
562104	Bridal Shops
234203	Bridal Supplies-Manufacturers
513717	Bridal Supplies-Wholesale
513749	Bridalwear-Accessories-Supplies-Whls-Mfr
478505	Bridge & Tunnel Operating Companies
162203	Bridge Builders
799915	Bridge Clubs
799981	Bridge Instruction
735307	Bridge Materials
162298	Bridge Tunnel & Elevated Highway
281909	Brine (Mfrs)
299901	Briquettes (Mfrs)
549930	British Food Products
354502	Broaches (Mfrs)
354102	Broaching (Mfrs)
508476	Broaching Tools & Equipment (Whls)
483203	Broadcasting Companies
366311	Broadcasting Equipment (Mfrs)
221198	Broadwoven Fabric Mills-Cotton (Mfrs)
025198	Broiler Fryer & Roaster Chickens
628904	Brokers-Countertrade
653103	Brokers-Hotel Motel & Apartment House
473108	Brokers-Merchandise
473105	Brokers-Motor Transportation
336601	Bronze (Mfrs)
344610	Bronze Ornamental Work (Mfrs)
281605	Bronze Powders & Liquids (Mfrs)
349912	Bronze Products (Mfrs)
349902	Bronze Tablets (Mfrs)
399104	Broom Manufacturers-Equip & Supls (Mfrs)
399198	Brooms & Brushes (Mfrs)
519923	Brooms (Whls)
399101	Brooms-Manufacturers
078217	Brush Removal Service
508706	Brushes (Whls)
571942	Brushes-Retail (Household)
399102	Brush-Manufacturers
508568	Brush-Manufacturers Equip/Supls (Whls)
508231	Buckets-Digging & Hoisting (Whls)
396501	Buckles (Mfrs)
396504	Buckles-Mfrs Equipment & Supls (Mfrs)
347103	Buffing & Polishing (Mfrs)
508704	Buffing & Polishing Equip & Supls (Whls)
507202	Builders Hardware (Whls)
152205	Builders Service
874111	Builders-Construction Control Service
734999	Building Cleaning/Maintenance Svcs
734909	Building Cleaning-Exterior
734912	Building Cleaning-Interior
871210	Building Construction-Consultants
154213	Building Contractors
871201	Building Designers
175101	Building Finish
738919	Building Inspection Service
734911	Building Maintenance
521126	Building Materials
243103	Building Materials-Manufacturers
593207	Building Materials-Used
503114	Building Materials-Wholesale
154101	Building Restoration & Preservation
179929	Building Specialties
154109	Building Systems & Components
751912	Buildings Portable Rental
174103	Buildings-Concrete
154235	Buildings-Factory
154210	Buildings-Metal
344801	Buildings-Metal-Manufacturers
154223	Buildings-Metal-Repairing
503911	Buildings-Metal-Wholesale
154214	Buildings-Pole
154215	Buildings-Portable
245202	Buildings-Pre-Cut Prefab & Modlr-Mfrs
154212	Buildings-Pre-Cut Prefabricated/Modular
503932	Buildings-Wholesale
245206	Buildings-Wood (Mfrs)
508816	Bulkheads (Whls)
735309	Bulldozers For Hire
179404	Bulldozing
511215	Bulletin & Directory Boards (Whls)
503909	Bullet-Resistant Equipment (Whls)
509438	Bullion Dealers (Whls)
733608	Bumper Stickers
308917	Buoys-Marine (Mfrs)
862104	Bureaus
366906	Burglar Alarm Systems & Monitoring-Mfrs
506324	Burglar Alarm Systems (Whls)
738203	Burglar Alarm Systems-Monitoring
179901	Burglar Bars
506327	Burglar Resistant Equipment (Whls)
738105	Burglary & Robbery Protective Service
399598	Burial Caskets (Mfrs)
508707	Burial Vaults (Whls)
519926	Burlap (Whls)
519949	Burls (Whls)
343309	Burners-Industrial (Mfrs)
357917	Bursting Machines (Mfrs)
753223	Bus Conversion
413101	Bus Lines
472903	Bus Lines-Ticket Agencies
411909	Bus Tours Promoters
371301	Buses-Bodies (Mfrs)
414201	Buses-Charter & Rental
501207	Buses-Distributors (Whls)
371108	Buses-Manufacturers
501209	Buses-New & Used (Whls)
501322	Buses-Parts & Supplies (Whls)
362103	Buses-Parts & Supplies-Manufacturers
753921	Buses-Repairing & Service
415101	Buses-School Transportation Service
508455	Bushings (Whls)
733817	Business & Financial Reports
861101	Business & Trade Organizations
738922	Business Brokers
275908	Business Cards (Mfrs)
822201	Business Colleges
738921	Business Development
511207	Business Forms & Systems (Whls)
276103	Business Forms & Systems-Manufacturers
357914	Business Forms Handling Equipment (Mfrs)
874201	Business Management Consultants
874125	Business Plans
519207	Business Publications (Whls)
738923	Business Records & Documents-Storage
738948	Business Service Centers
738999	Business Services Nec
872120	Business Solutions
864121	Business Support Service
506557	Business Television (Whls)
399911	Bust Forms-Manufacturers
598402	Butane Gas
254103	Butcher Blocks-Household (Mfrs)
514701	Butchering (Whls)
508709	Butchers Equipment & Supplies (Whls)
514302	Butter (Whls)
202198	Butter Manufacturing
027911	Butterfly Breeders
594917	Button Covering
